Gene_ID	COG_category	GOs	KEGG_ko	PFAMs	InterPro_Acc	NR_Hit_ID	NR_Description	SwissProt_Hit_ID	SwissProt_Description
misc_61	KT	GO:0000003,GO:0000976,GO:0000977,GO:0000980,GO:0000981,GO:0001012,GO:0001067,GO:0001085,GO:0001102,GO:0001158,GO:0001558,GO:0001654,GO:0001655,GO:0001700,GO:0001704,GO:0001706,GO:0001708,GO:0001711,GO:0001714,GO:0001745,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002119,GO:0002164,GO:0002165,GO:0002376,GO:0003002,GO:0003006,GO:0003156,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003705,GO:0003712,GO:0003713,GO:0005072,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006357,GO:0006928,GO:0006935,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0007179,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007346,GO:0007350,GO:0007369,GO:0007389,GO:0007391,GO:0007423,GO:0007424,GO:0007442,GO:0007443,GO:0007444,GO:0007447,GO:0007448,GO:0007472,GO:0007476,GO:0007478,GO:0007480,GO:0007488,GO:0007492,GO:0007507,GO:0007548,GO:0007552,GO:0007560,GO:0008134,GO:0008150,GO:0008361,GO:0008582,GO:0008586,GO:0009605,GO:0009607,GO:0009620,GO:0009653,GO:0009719,GO:0009790,GO:0009791,GO:0009792,GO:0009880,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009952,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010453,GO:0010468,GO:0010470,GO:0010556,GO:0010557,GO:0010564,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010948,GO:0016043,GO:0016331,GO:0016477,GO:0017015,GO:0017145,GO:0019219,GO:0019222,GO:0019827,GO:0019953,GO:0022412,GO:0022414,GO:0022603,GO:0023051,GO:0023052,GO:0023056,GO:0030154,GO:0030307,GO:0030509,GO:0030511,GO:0030618,GO:0030707,GO:0030718,GO:0030855,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0033613,GO:0035019,GO:0035107,GO:0035114,GO:0035120,GO:0035218,GO:0035220,GO:0035222,GO:0035239,GO:0035282,GO:0035290,GO:0035295,GO:0035326,GO:0035987,GO:0040008,GO:0040011,GO:0040014,GO:0040018,GO:0042078,GO:0042221,GO:0042330,GO:0042659,GO:0042661,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044087,GO:0044089,GO:0044212,GO:0044424,GO:0044464,GO:0044703,GO:0045087,GO:0045138,GO:0045165,GO:0045595,GO:0045704,GO:0045705,GO:0045786,GO:0045793,GO:0045887,GO:0045893,GO:0045927,GO:0045930,GO:0045935,GO:0045944,GO:0045995,GO:0046620,GO:0046622,GO:0046661,GO:0048100,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048546,GO:0048563,GO:0048565,GO:0048569,GO:0048583,GO:0048584,GO:0048592,GO:0048598,GO:0048609,GO:0048619,GO:0048638,GO:0048639,GO:0048646,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050832,GO:0050896,GO:0051093,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051239,GO:0051240,GO:0051241,GO:0051252,GO:0051254,GO:0051301,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0051726,GO:0051960,GO:0051962,GO:0051963,GO:0051965,GO:0055123,GO:0060089,GO:0060255,GO:0060326,GO:0060429,GO:0060465,GO:0060541,GO:0060562,GO:0060795,GO:0060797,GO:0060799,GO:0061326,GO:0061333,GO:0061334,GO:0061352,GO:0061353,GO:0061525,GO:0065007,GO:0065008,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071495,GO:0071559,GO:0071560,GO:0071772,GO:0071773,GO:0071840,GO:0072001,GO:0072002,GO:0072359,GO:0080090,GO:0090066,GO:0090092,GO:0090100,GO:0090287,GO:0090596,GO:0090598,GO:0097159,GO:0098542,GO:0098727,GO:0140110,GO:1901048,GO:1901363,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902680,GO:1902806,GO:1902807,GO:1903506,GO:1903508,GO:1903844,GO:1903846,GO:1904396,GO:1904398,GO:1905770,GO:1905902,GO:1990837,GO:2000026,GO:2000027,GO:2000045,GO:2000112,GO:2000134,GO:2000380,GO:2001141	ko:K04676,ko:K16790	MH1,MH2	IPR001132,IPR013790,IPR003619,IPR013019,IPR008984,IPR017855,-,IPR036578	XP_042211070.1	XP_042211070.1 protein mothers against dpp-like isoform X2 [Homarus americanus]	sp|P42003|MAD_DROME	sp|P42003|MAD_DROME Protein mothers against dpp OS=Drosophila melanogaster OX=7227 GN=Mad PE=1 SV=1
misc_65	-	-	-	-	-	-	-	-	-
misc_66	L	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:1901360	ko:K03553,ko:K14160	RecA	IPR049428,-,IPR027417	MFT7464585.1	MFT7464585.1 hypothetical protein [Pseudohongiellaceae bacterium]	-	-
misc_67	G	GO:0002376,GO:0002520,GO:0002521,GO:0002573,GO:0003674,GO:0003824,GO:0004462,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006081,GO:0006082,GO:0006089,GO:0006090,GO:0006355,GO:0006357,GO:0006518,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009438,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010941,GO:0016020,GO:0016829,GO:0016846,GO:0019219,GO:0019222,GO:0019243,GO:0019752,GO:0030097,GO:0030099,GO:0030154,GO:0030316,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0032787,GO:0034641,GO:0042180,GO:0042182,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046872,GO:0046914,GO:0048513,GO:0048519,GO:0048523,GO:0048534,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051186,GO:0051252,GO:0051596,GO:0060255,GO:0060548,GO:0061727,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:1901564,GO:1901575,GO:1901615,GO:1903506,GO:2000112,GO:2001141	ko:K01759	Glyoxalase	IPR018146,-,IPR029068,IPR004360	XP_071524146.1	XP_071524146.1 lactoylglutathione lyase isoform X2 [Panulirus ornatus]	sp|Q6P7Q4|LGUL_RAT	sp|Q6P7Q4|LGUL_RAT Lactoylglutathione lyase OS=Rattus norvegicus OX=10116 GN=Glo1 PE=1 SV=3
misc_68	-	GO:0001885,GO:0002064,GO:0003158,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007043,GO:0007275,GO:0007399,GO:0007424,GO:0008150,GO:0009888,GO:0009987,GO:0010001,GO:0016020,GO:0016021,GO:0016043,GO:0019991,GO:0021782,GO:0022008,GO:0022607,GO:0030154,GO:0030855,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0034329,GO:0034330,GO:0035150,GO:0035151,GO:0035152,GO:0035159,GO:0042063,GO:0043297,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0045216,GO:0045446,GO:0048468,GO:0048731,GO:0048856,GO:0048869,GO:0060429,GO:0060541,GO:0060856,GO:0060857,GO:0061028,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066	-	DUF4728	IPR031720,-	XP_071522938.1	XP_071522938.1 uncharacterized protein pasi2 isoform X2 [Panulirus ornatus]	-	-
misc_71	E	-	-	Exo_endo_phos_2,RVT_1	-	CAM5143889.1	CAM5143889.1 unnamed protein product [Natator depressus]	-	-
misc_72	-	-	-	-	-	-	-	-	-
misc_73	-	-	-	-	-	-	-	-	-
misc_74	K	GO:0000151,GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009056,GO:0009057,GO:0009987,GO:0010467,GO:0010498,GO:0016043,GO:0016070,GO:0016071,GO:0019005,GO:0019222,GO:0019538,GO:0019899,GO:0019941,GO:0022607,GO:0022613,GO:0022618,GO:0030162,GO:0030163,GO:0031461,GO:0031625,GO:0032991,GO:0034622,GO:0034641,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043632,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0050789,GO:0051171,GO:0051246,GO:0051603,GO:0060255,GO:0065003,GO:0065007,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:1901360,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234,GO:1990904	-	BACK,BTB,TLD	IPR011333,IPR006571,IPR051481,IPR000210,-,IPR011705	XP_071521301.1	XP_071521301.1 ring canal kelch protein [Panulirus ornatus]	sp|C9JJ37|BTBDJ_HUMAN	sp|C9JJ37|BTBDJ_HUMAN BTB/POZ domain-containing protein 19 OS=Homo sapiens OX=9606 GN=BTBD19 PE=1 SV=1
misc_75	B	GO:0000122,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001078,GO:0001227,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006355,GO:0006357,GO:0007049,GO:0007050,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010743,GO:0010745,GO:0010959,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0022402,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032368,GO:0032369,GO:0032879,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043266,GO:0043268,GO:0043269,GO:0043270,GO:0043565,GO:0044212,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045595,GO:0045596,GO:0045786,GO:0045892,GO:0045934,GO:0048518,GO:0048519,GO:0048523,GO:0050789,GO:0050793,GO:0050794,GO:0051049,GO:0051050,GO:0051051,GO:0051093,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051726,GO:0060255,GO:0065007,GO:0070013,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903426,GO:1903427,GO:1903506,GO:1903507,GO:1905952,GO:1905953,GO:1990837,GO:2000112,GO:2000113,GO:2000377,GO:2000378,GO:2001141	ko:K21644	AXH,HMG_box	IPR036910,IPR036096,IPR039655,IPR009071,IPR003652,-	XP_071521299.1	XP_071521299.1 uncharacterized protein [Panulirus ornatus]	sp|O60381|HBP1_HUMAN	sp|O60381|HBP1_HUMAN HMG box-containing protein 1 OS=Homo sapiens OX=9606 GN=HBP1 PE=1 SV=2
misc_79	B	GO:0000122,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001078,GO:0001227,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006355,GO:0006357,GO:0007049,GO:0007050,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010743,GO:0010745,GO:0010959,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0022402,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032368,GO:0032369,GO:0032879,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043266,GO:0043268,GO:0043269,GO:0043270,GO:0043565,GO:0044212,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045595,GO:0045596,GO:0045786,GO:0045892,GO:0045934,GO:0048518,GO:0048519,GO:0048523,GO:0050789,GO:0050793,GO:0050794,GO:0051049,GO:0051050,GO:0051051,GO:0051093,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051726,GO:0060255,GO:0065007,GO:0070013,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903426,GO:1903427,GO:1903506,GO:1903507,GO:1905952,GO:1905953,GO:1990837,GO:2000112,GO:2000113,GO:2000377,GO:2000378,GO:2001141	ko:K21644	AXH,HMG_box	IPR036910,IPR036096,IPR039655,IPR009071,IPR003652,-	XP_071521299.1	XP_071521299.1 uncharacterized protein [Panulirus ornatus]	sp|O60381|HBP1_HUMAN	sp|O60381|HBP1_HUMAN HMG box-containing protein 1 OS=Homo sapiens OX=9606 GN=HBP1 PE=1 SV=2
misc_84	-	-	-	-	-	-	-	-	-
misc_85	T	GO:0000003,GO:0002064,GO:0002065,GO:0002066,GO:0003002,GO:0003006,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006464,GO:0006497,GO:0006498,GO:0006500,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007224,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007304,GO:0007306,GO:0007350,GO:0007365,GO:0007367,GO:0007389,GO:0008150,GO:0008152,GO:0008374,GO:0009058,GO:0009059,GO:0009653,GO:0009790,GO:0009880,GO:0009888,GO:0009987,GO:0010927,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016409,GO:0016740,GO:0016746,GO:0016747,GO:0018009,GO:0018193,GO:0018198,GO:0018345,GO:0019538,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0023052,GO:0030154,GO:0030703,GO:0030707,GO:0030855,GO:0031224,GO:0031365,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0034645,GO:0035282,GO:0036211,GO:0042157,GO:0042158,GO:0042175,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043543,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0046843,GO:0048468,GO:0048477,GO:0048609,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051716,GO:0060429,GO:0065007,GO:0071704,GO:0071840,GO:0098827,GO:1901564,GO:1901566,GO:1901576	-	MBOAT	IPR004299,IPR051085	XP_071533416.1	XP_071533416.1 protein-cysteine N-palmitoyltransferase HHAT [Panulirus ornatus]	sp|Q5VTY9|HHAT_HUMAN	sp|Q5VTY9|HHAT_HUMAN Protein-cysteine N-palmitoyltransferase HHAT OS=Homo sapiens OX=9606 GN=HHAT PE=1 SV=1
misc_88	-	-	-	-	-	XP_071533415.1	XP_071533415.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_91	Q	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-	DJ-1_PfpI	IPR029062,-	XP_071546315.1	XP_071546315.1 ES1 protein homolog, mitochondrial-like isoform X2 [Panulirus ornatus]	sp|P56571|ES1_RAT	sp|P56571|ES1_RAT ES1 protein homolog, mitochondrial OS=Rattus norvegicus OX=10116 PE=1 SV=2
misc_92	S	GO:0001654,GO:0001667,GO:0001755,GO:0003674,GO:0003682,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006928,GO:0007275,GO:0007423,GO:0008150,GO:0009888,GO:0009987,GO:0014031,GO:0014032,GO:0014033,GO:0016477,GO:0030154,GO:0032501,GO:0032502,GO:0040011,GO:0042393,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048468,GO:0048513,GO:0048731,GO:0048762,GO:0048856,GO:0048863,GO:0048864,GO:0048869,GO:0048870,GO:0051179,GO:0051674,GO:0060322,GO:0060485	-	PWWP	IPR000313,-	XP_071546311.1	XP_071546311.1 uncharacterized protein [Panulirus ornatus]	sp|E9Q9M8|PWP2B_MOUSE	sp|E9Q9M8|PWP2B_MOUSE PWWP domain-containing protein 2B OS=Mus musculus OX=10090 GN=Pwwp2b PE=1 SV=1
misc_93	-	-	-	-	-	-	-	-	-
misc_94	O	-	ko:K04225,ko:K08375,ko:K08378	7tm_1	IPR000276,-,IPR017452	XP_071537916.1	XP_071537916.1 QRFP-like peptide receptor [Panulirus ornatus]	sp|C3ZQF9|QRFPR_BRAFL	sp|C3ZQF9|QRFPR_BRAFL QRFP-like peptide receptor OS=Branchiostoma floridae OX=7739 GN=QRFPR PE=3 SV=1
misc_98	-	-	-	-	-	KAK8744803.1	KAK8744803.1 hypothetical protein OTU49_000621 [Cherax quadricarinatus]	-	-
misc_99	EPT	GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005575,GO:0006810,GO:0006811,GO:0007600,GO:0007606,GO:0008150,GO:0009593,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0016020,GO:0016021,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0031224,GO:0032501,GO:0034220,GO:0042221,GO:0044425,GO:0050877,GO:0050896,GO:0050909,GO:0051179,GO:0051234,GO:0051606,GO:0055085	-	-	IPR052192,-,IPR001320	XP_071535898.1	XP_071535898.1 ionotropic receptor 21a-like [Panulirus ornatus]	-	-
misc_100	A	GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008026,GO:0008104,GO:0008150,GO:0008152,GO:0008186,GO:0008380,GO:0009987,GO:0010467,GO:0010501,GO:0010941,GO:0015030,GO:0016070,GO:0016071,GO:0016462,GO:0016604,GO:0016607,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0031974,GO:0031981,GO:0033036,GO:0034641,GO:0042623,GO:0042981,GO:0043067,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051179,GO:0065007,GO:0070013,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360	ko:K12835	DEAD,Helicase_C	IPR001650,IPR027417,IPR011545,-,IPR014001,IPR000629	XP_071512810.1	XP_071512810.1 ATP-dependent RNA helicase DDX42 [Panulirus ornatus]	sp|Q86XP3|DDX42_HUMAN	sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1
misc_101	-	-	-	-	-	-	-	-	-
misc_102	G	GO:0003674,GO:0003824,GO:0004553,GO:0004567,GO:0015923,GO:0016787,GO:0016798	ko:K01192	Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N	IPR050887,-,IPR010916,IPR008979,IPR054593	KAG7173221.1	KAG7173221.1 Beta-mannosidase-like [Homarus americanus]	sp|Q4FZV0|MANBA_RAT	sp|Q4FZV0|MANBA_RAT Beta-mannosidase OS=Rattus norvegicus OX=10116 GN=Manba PE=2 SV=1
misc_103	P	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600	-	Acatn,MFS_1	IPR004752,IPR036259,IPR011701	XP_071536719.1	XP_071536719.1 major facilitator superfamily domain-containing protein 3-like [Panulirus ornatus]	sp|Q5U419|MFSD3_MOUSE	sp|Q5U419|MFSD3_MOUSE Major facilitator superfamily domain-containing protein 3 OS=Mus musculus OX=10090 GN=Mfsd3 PE=1 SV=1
misc_107	I	GO:0003674,GO:0003824,GO:0004163,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005782,GO:0005829,GO:0006066,GO:0006084,GO:0006139,GO:0006163,GO:0006464,GO:0006486,GO:0006487,GO:0006488,GO:0006489,GO:0006490,GO:0006629,GO:0006637,GO:0006644,GO:0006694,GO:0006695,GO:0006720,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008284,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009117,GO:0009150,GO:0009240,GO:0009259,GO:0009889,GO:0009987,GO:0016125,GO:0016126,GO:0016829,GO:0016830,GO:0016831,GO:0019216,GO:0019218,GO:0019222,GO:0019287,GO:0019538,GO:0019637,GO:0019693,GO:0030544,GO:0031072,GO:0031907,GO:0031974,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0034645,GO:0035383,GO:0036211,GO:0042127,GO:0042221,GO:0042493,GO:0042579,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043413,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0045540,GO:0046165,GO:0046465,GO:0046483,GO:0046490,GO:0046890,GO:0046983,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050810,GO:0050896,GO:0051186,GO:0055086,GO:0062012,GO:0065007,GO:0070013,GO:0070085,GO:0071704,GO:0072521,GO:0080090,GO:0090181,GO:0090407,GO:0106118,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1902652,GO:1902653,GO:1902930	ko:K01597	GHMP_kinases_N	IPR005935,IPR041431,IPR014721,IPR036554,IPR020568,IPR053859,-,IPR029765	XP_071536722.1	XP_071536722.1 diphosphomevalonate decarboxylase isoform X1 [Panulirus ornatus]	sp|Q0P570|MVD1_BOVIN	sp|Q0P570|MVD1_BOVIN Diphosphomevalonate decarboxylase OS=Bos taurus OX=9913 GN=MVD PE=2 SV=1
misc_108	GM	-	ko:K03274	Epimerase	IPR036291,-,IPR001509	MEL6670511.1	MEL6670511.1 NAD-dependent epimerase/dehydratase family protein [Bacteroidota bacterium]	sp|Q72ET7|HLDD_NITV2	sp|Q72ET7|HLDD_NITV2 ADP-L-glycero-D-manno-heptose-6-epimerase OS=Nitratidesulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / CCUG 34227 / NCIMB 8303 / VKM B-1760 / Hildenborough) OX=882 GN=hldD PE=3 SV=1
misc_109	S	-	-	PKD	IPR013783,IPR024079,IPR035986,IPR000601,IPR022409,IPR001590,-	MEL6636716.1	MEL6636716.1 PKD domain-containing protein [Bacteroidota bacterium]	sp|Q7SZD9|VM2US_GLOUS	sp|Q7SZD9|VM2US_GLOUS Zinc metalloproteinase/disintegrin ussurin OS=Gloydius ussuriensis OX=35671 PE=2 SV=1
misc_110	S	-	-	CarboxypepD_reg,LVIVD,MAM,TSP_3,fn3	IPR008969,-	MCG8326051.1	MCG8326051.1 choice-of-anchor B family protein [Chitinophagales bacterium]	-	-
misc_111	G	-	-	MFS_1	-	XP_047490595.1	XP_047490595.1 uncharacterized protein LOC125040126 [Penaeus chinensis]	-	-
misc_112	-	-	-	-	-	-	-	-	-
misc_113	-	-	-	-	-	MEJ7722991.1	MEJ7722991.1 hypothetical protein [Ilumatobacteraceae bacterium]	-	-
